649,Puerto Lopez,null,null,null
650,Puerto Nare,null,null,null
651,Puerto Narino,null,null,null
652,Puerto Parra,null,null,null
653,Puerto Rico,null,null,null
654,Puerto Rondon,null,null,null
655,Puerto Salgar,null,null,null
656,Puerto Santander,null,null,null
657,Puerto Tejada,null,null,null
658,Puerto Triunfo,null,null,null
659,Puerto Wilches,null,null,null
660,Puli,null,null,null
661,Pupiales,null,null,null
662,Purace (Coconuco),null,null,null
663,Purificacion,null,null,null
664,Purisima,null,null,null
665,Quebradanegra,null,null,null
666,Quetame,null,null,null
667,Quibdo,null,null,null
668,Quimbaya,null,null,null
669,Quinchia,null,null,null
670,Quipama,null,null,null
671,Quipile,null,null,null
672,Rafael,null,null,null
673,Ragonvalia,null,null,null
674,Ramiquiri,null,null,null
675,Raquira,null,null,null
676,Recetor,null,null,null
677,Regidor,null,null,null
678,Remedios,null,null,null
679,Remolino,null,null,null
680,Repelon,null,null,null
681,Restrepo,null,null,null
682,Retiro,null,null,null
683,Ricaurte,null,null,null
684,Rio de Oro,null,null,null
685,Rio Viejo,null,null,null
686,Rioblanco,null,null,null
687,Riofrio,null,null,null
688,Riohacha,null,null,null
689,Rionegro,null,null,null
690,Riosucio,null,null,null
691,Risaralda,null,null,null
692,Rivera,null,null,null
693,Roberto Payan (San Jose),null,null,null
694,Roldanillo,null,null,null
695,Roncesvalles,null,null,null
696,Rondon,null,null,null
697,Rosas,null,null,null
698,Rovira,null,null,null
699,Sabalarga,null,null,null
700,Sabana de Torres,null,null,null
701,Sabanagrande,null,null,null
702,Sabanalarga,null,null,null
703,Sabaneta,null,null,null
704,Saboya,null,null,null
705,Sacama,null,null,null
706,Sachica,null,null,null
707,Sahagn,null,null,null
708,Saladoblanco,null,null,null
709,Salamina,null,null,null
710,Salazar,null,null,null
711,Saldana,null,null,null
712,Salento,null,null,null
713,Salgar,null,null,null
714,Samaca,null,null,null
715,Samana,null,null,null
716,Samaniego,null,null,null
717,Sampues,null,null,null
718,San Agustin,null,null,null
719,San Alberto,null,null,null
720,San Andres,null,null,null
721,San Andres Sotavento,null,null,null
722,San Antero,null,null,null
723,San Antonio,null,null,null
724,San Antonio de Tequendama,null,null,null
725,San Benito,null,null,null
726,San Benito Abad,null,null,null
727,San Bernardo,null,null,null
728,San Bernardo del Viento,null,null,null
729,San Calixto,null,null,null
730,San Carlos,null,null,null
731,San Carlos de Guaroa,null,null,null
732,San Cayetano,null,null,null
733,San Cristobal,null,null,null
734,San Diego,null,null,null
735,San Eduardo,null,null,null
736,San Estanislao,null,null,null
737,San Fernando,null,null,null
738,San Francisco,null,null,null
739,San Gil,null,null,null
740,San Jacinto,null,null,null
741,San Jacinto del Cauca,null,null,null
742,San Jeronimo,null,null,null
743,San Joaquin,null,null,null
744,San Jose,null,null,null
745,San Jose de Miranda,null,null,null
746,San Jose de Montana,null,null,null
747,San Jose de Pare,null,null,null
748,San Jose del Fragua,null,null,null
749,San Jose del Guaviare,null,null,null
750,San Jose del Palmar,null,null,null
751,San Juan de Arama,null,null,null
752,San Juan de Betulia,null,null,null
753,San Juan de Rioseco,null,null,null
754,San Juan de Uraba,null,null,null
755,San Juan del Cesar,null,null,null
756,San Juan Nepomuceno,null,null,null
757,San Juanito,null,null,null
758,San Lorenzo,null,null,null
759,San Luis,null,null,null
760,San Luis de Gaceno,null,null,null
761,San Luis de Palenque,null,null,null
762,San Marcos,null,null,null
763,San Martin,null,null,null
764,San Martin de Loba,null,null,null
765,San Mateo,null,null,null
766,San Miguel,null,null,null
767,San Miguel de Sema,null,null,null
768,San Onofre,null,null,null
769,San Pablo,null,null,null
770,San Pablo de Borbur,null,null,null
771,San Pedro,null,null,null
772,San Pedro de Cartago,null,null,null
773,San Pedro de Uraba,null,null,null
774,San Pelayo,null,null,null
775,San Rafael,null,null,null
776,San Roque,null,null,null
777,San Sebastian,null,null,null
778,San Sebastian de Buuenavista,null,null,null
779,San Vicente,null,null,null
780,San Vicente de Chucuri,null,null,null
781,San Vicente del Caguan,null,null,null
782,San Zenon,null,null,null
783,Sandona,null,null,null
784,Santa Ana,null,null,null
785,Santa Barbara,null,null,null
786,Santa Barbara (Iscuande),null,null,null
787,Santa Catalina,null,null,null
788,Santa Cruz (Guachavez),null,null,null
789,Santa Helena del Opon,null,null,null
790,Santa Isabel,null,null,null
791,Santa Lucia,null,null,null
792,Santa Maria,null,null,null
793,Santa Marta,null,null,null
794,Santa Rosa,null,null,null
795,Santa Rosa de Cabal,null,null,null
796,Santa Rosa de Osos,null,null,null
797,Santa Rosa de Viterbo,null,null,null
798,Santa Rosa del Sur,null,null,null
799,Santa Rosalia,null,null,null
800,Santa Sofia,null,null,null
801,Santafe de Bogota,null,null,null
802,Santana,null,null,null
803,Santander de Quilichao,null,null,null
804,Santiago,null,null,null
805,Santo Domingo,null,null,null
806,Santo Tomas,null,null,null
807,Santuario,null,null,null
808,Sapuyes,null,null,null
809,Saravena,null,null,null
810,Sardinata,null,null,null
811,Sasaima,null,null,null
812,Sativanorte,null,null,null
813,Sativasur,null,null,null
814,Segovia,null,null,null
815,Sesquile,null,null,null
816,Sevilla,null,null,null
817,Siachoque,null,null,null
818,Sibate,null,null,null
819,Sibundoy,null,null,null
820,Silos,null,null,null
821,Silvania,null,null,null
822,Silvia,null,null,null
823,Simacota,null,null,null
824,Simijaca,null,null,null
825,Simiti,null,null,null
826,Since,null,null,null
827,Sincelejo,null,null,null
828,Sipi,null,null,null
829,Sitionuevo,null,null,null
830,Soacha,null,null,null
831,Soata,null,null,null
832,Socha,null,null,null
833,Socorro,null,null,null
834,Socota,null,null,null
835,Sogamoso,null,null,null
836,Solano,null,null,null
837,Soledad,null,null,null
838,Solita,null,null,null
839,Somondoco,null,null,null
840,Sonson,null,null,null
841,Sopetran,null,null,null
842,Soplaviento,null,null,null
843,Sopo,null,null,null
844,Sora,null,null,null
845,Soraca,null,null,null
846,Sotaquira,null,null,null
847,Sotara (Paispamba),null,null,null
848,Suaita,null,null,null
849,Suan,null,null,null
850,Suarez,null,null,null
851,Suaza,null,null,null
852,Subachoque,null,null,null
853,Sucre,null,null,null
854,Suesca,null,null,null
855,Supata,null,null,null
856,Supia,null,null,null
857,Surata,null,null,null
858,Susa,null,null,null
859,Susacon,null,null,null
860,Sutamarchan,null,null,null
861,Sutatausa,null,null,null
862,Sutatenza,null,null,null
863,Tabio,null,null,null
864,Tado,null,null,null
865,Talaigua Nuevo,null,null,null
866,Tamalameque,null,null,null
867,Tamara,null,null,null
868,Tame,null,null,null
869,Tamesis,null,null,null
870,Taminango,null,null,null
871,Tangua,null,null,null
